Timestamp,StimuliName,FixationIndex,FixationDuration,MappedFixationPointX,MappedFixationPointY,user,description
44094,4065,22_Venedig_S2.jpg,14,133,1260,262,p23,color
44095,4198,22_Venedig_S2.jpg,15,100,1318,408,p23,color
44096,4298,22_Venedig_S2.jpg,16,250,1355,236,p23,color
44097,4548,22_Venedig_S2.jpg,17,167,721,543,p23,color
44098,4714,22_Venedig_S2.jpg,18,266,595,635,p23,color
44099,4981,22_Venedig_S2.jpg,19,716,557,621,p23,color
44100,5697,22_Venedig_S2.jpg,20,250,611,567,p23,color
44101,5947,22_Venedig_S2.jpg,21,283,779,543,p23,color
44102,6230,22_Venedig_S2.jpg,22,167,1328,290,p23,color
44103,6396,22_Venedig_S2.jpg,23,266,1411,170,p23,color
44104,6663,22_Venedig_S2.jpg,24,150,1407,263,p23,color
44105,6813,22_Venedig_S2.jpg,25,117,1407,176,p23,color
44106,6929,22_Venedig_S2.jpg,26,183,1204,192,p23,color
44107,7113,22_Venedig_S2.jpg,27,166,1095,184,p23,color
44108,7279,22_Venedig_S2.jpg,28,200,918,254,p23,color
44109,7479,22_Venedig_S2.jpg,29,116,979,449,p23,color
44110,7596,22_Venedig_S2.jpg,30,284,686,358,p23,color
44111,7879,22_Venedig_S2.jpg,31,216,565,376,p23,color
44112,8096,22_Venedig_S2.jpg,32,283,403,370,p23,color
44113,8378,22_Venedig_S2.jpg,33,200,603,591,p23,color
44114,8578,22_Venedig_S2.jpg,34,366,570,614,p23,color
44115,8945,22_Venedig_S2.jpg,35,167,604,446,p23,color
44116,9111,22_Venedig_S2.jpg,36,183,445,412,p23,color
44117,9295,22_Venedig_S2.jpg,37,133,394,448,p23,color
44118,9428,22_Venedig_S2.jpg,38,366,388,408,p23,color
44119,9794,22_Venedig_S2.jpg,39,100,472,474,p23,color
44120,10011,22_Venedig_S2.jpg,40,100,1410,298,p23,color
44121,10111,22_Venedig_S2.jpg,41,117,1406,244,p23,color
44122,10227,22_Venedig_S2.jpg,42,300,1407,309,p23,color
44123,10527,22_Venedig_S2.jpg,43,183,1412,435,p23,color
44124,10710,22_Venedig_S2.jpg,44,100,1411,498,p23,color
44125,10811,22_Venedig_S2.jpg,45,199,1375,353,p23,color
44126,11010,22_Venedig_S2.jpg,46,133,1242,258,p23,color
44127,11143,22_Venedig_S2.jpg,47,234,1212,416,p23,color
44128,11377,22_Venedig_S2.jpg,48,333,1241,295,p23,color
44129,11710,22_Venedig_S2.jpg,49,483,1413,318,p23,color
44130,12192,22_Venedig_S2.jpg,50,133,1322,469,p23,color
44131,12326,22_Venedig_S2.jpg,51,167,1239,506,p23,color
44132,12492,22_Venedig_S2.jpg,52,150,1140,425,p23,color
44133,12642,22_Venedig_S2.jpg,53,233,994,393,p23,color
44134,12875,22_Venedig_S2.jpg,54,167,895,397,p23,color
44135,13042,22_Venedig_S2.jpg,55,150,948,512,p23,color
44136,13192,22_Venedig_S2.jpg,56,233,983,507,p23,color
44137,13425,22_Venedig_S2.jpg,57,100,955,444,p23,color
44138,13525,22_Venedig_S2.jpg,58,200,969,522,p23,color
44139,13725,22_Venedig_S2.jpg,59,334,922,466,p23,color
44140,14058,22_Venedig_S2.jpg,60,116,914,313,p23,color
44141,14175,22_Venedig_S2.jpg,61,166,895,522,p23,color
44142,14341,22_Venedig_S2.jpg,62,133,964,398,p23,color
44143,14474,22_Venedig_S2.jpg,63,150,752,569,p23,color
44144,14625,22_Venedig_S2.jpg,64,150,720,628,p23,color
44145,14774,22_Venedig_S2.jpg,65,100,734,347,p23,color
44146,14874,22_Venedig_S2.jpg,66,267,733,387,p23,color
44147,15141,22_Venedig_S2.jpg,67,316,584,235,p23,color
44148,15457,22_Venedig_S2.jpg,68,216,461,197,p23,color
44149,15673,22_Venedig_S2.jpg,69,117,439,350,p23,color
44150,15790,22_Venedig_S2.jpg,70,266,449,413,p23,color
44151,16056,22_Venedig_S2.jpg,71,167,439,353,p23,color
44152,16223,22_Venedig_S2.jpg,72,100,422,459,p23,color
44153,16323,22_Venedig_S2.jpg,73,150,353,491,p23,color
44154,16473,22_Venedig_S2.jpg,74,866,366,414,p23,color
44155,17339,22_Venedig_S2.jpg,75,100,307,505,p23,color
44156,17439,22_Venedig_S2.jpg,76,233,335,423,p23,color
44157,17672,22_Venedig_S2.jpg,77,166,382,374,p23,color
44158,17839,22_Venedig_S2.jpg,78,183,422,373,p23,color
44159,18022,22_Venedig_S2.jpg,79,133,445,408,p23,color
44160,18155,22_Venedig_S2.jpg,80,166,369,413,p23,color
44161,18322,22_Venedig_S2.jpg,81,100,387,478,p23,color
44162,18422,22_Venedig_S2.jpg,82,266,382,424,p23,color
44163,18688,22_Venedig_S2.jpg,83,250,414,506,p23,color
44164,18938,22_Venedig_S2.jpg,84,250,531,402,p23,color
44165,19188,22_Venedig_S2.jpg,85,366,559,594,p23,color
44166,19554,22_Venedig_S2.jpg,86,216,488,570,p23,color
44167,19771,22_Venedig_S2.jpg,87,117,504,371,p23,color
44168,19887,22_Venedig_S2.jpg,88,166,407,613,p23,color
44169,20054,22_Venedig_S2.jpg,89,500,383,508,p23,color
44170,20553,22_Venedig_S2.jpg,90,100,376,586,p23,color
44171,20653,22_Venedig_S2.jpg,91,167,372,439,p23,color
44172,20820,22_Venedig_S2.jpg,92,133,365,538,p23,color
44173,20953,22_Venedig_S2.jpg,93,100,415,360,p23,color
44174,21053,22_Venedig_S2.jpg,94,217,478,523,p23,color
44175,21270,22_Venedig_S2.jpg,95,166,514,516,p23,color
44176,21436,22_Venedig_S2.jpg,96,117,524,440,p23,color
44177,21553,22_Venedig_S2.jpg,97,283,514,517,p23,color
