Timestamp,StimuliName,FixationIndex,FixationDuration,MappedFixationPointX,MappedFixationPointY,user,description
106163,5742,09_Tokyo_S1.jpg,5,133,1083,461,p5,color
106164,5875,09_Tokyo_S1.jpg,6,316,1095,387,p5,color
106165,6191,09_Tokyo_S1.jpg,7,183,455,778,p5,color
106166,6375,09_Tokyo_S1.jpg,8,300,341,841,p5,color
106167,6674,09_Tokyo_S1.jpg,9,266,340,906,p5,color
106168,7125,09_Tokyo_S1.jpg,10,233,437,748,p5,color
106169,7357,09_Tokyo_S1.jpg,11,183,493,731,p5,color
106170,7540,09_Tokyo_S1.jpg,12,200,618,640,p5,color
106171,7740,09_Tokyo_S1.jpg,13,216,797,621,p5,color
106172,7957,09_Tokyo_S1.jpg,14,250,872,643,p5,color
106173,8207,09_Tokyo_S1.jpg,15,183,1012,656,p5,color
106174,8390,09_Tokyo_S1.jpg,16,300,1084,662,p5,color
106175,8690,09_Tokyo_S1.jpg,17,200,1145,680,p5,color
106176,8890,09_Tokyo_S1.jpg,18,266,1384,666,p5,color
106177,9156,09_Tokyo_S1.jpg,19,216,1415,411,p5,color
106178,9373,09_Tokyo_S1.jpg,20,167,1394,371,p5,color
106179,9539,09_Tokyo_S1.jpg,21,183,1425,157,p5,color
106180,9722,09_Tokyo_S1.jpg,22,516,1387,122,p5,color
106181,10239,09_Tokyo_S1.jpg,23,150,1246,140,p5,color
106182,10389,09_Tokyo_S1.jpg,24,200,1167,331,p5,color
106183,10588,09_Tokyo_S1.jpg,25,183,1141,393,p5,color
106184,10772,09_Tokyo_S1.jpg,26,566,1106,399,p5,color
106185,11338,09_Tokyo_S1.jpg,27,200,1200,408,p5,color
106186,11538,09_Tokyo_S1.jpg,28,217,1342,441,p5,color
106187,11754,09_Tokyo_S1.jpg,29,216,1390,523,p5,color
106188,11971,09_Tokyo_S1.jpg,30,400,1394,632,p5,color
106189,12371,09_Tokyo_S1.jpg,31,267,1131,639,p5,color
106190,12637,09_Tokyo_S1.jpg,32,283,1180,687,p5,color
106191,12920,09_Tokyo_S1.jpg,33,250,999,667,p5,color
106192,13170,09_Tokyo_S1.jpg,34,366,827,650,p5,color
106193,13537,09_Tokyo_S1.jpg,35,183,631,636,p5,color
106194,13720,09_Tokyo_S1.jpg,36,316,430,773,p5,color
106195,14036,09_Tokyo_S1.jpg,37,450,361,896,p5,color
106196,14686,09_Tokyo_S1.jpg,38,233,1317,704,p5,color
106197,14919,09_Tokyo_S1.jpg,39,283,1036,666,p5,color
106198,15202,09_Tokyo_S1.jpg,40,233,899,647,p5,color
106199,15435,09_Tokyo_S1.jpg,41,316,750,629,p5,color
106200,15752,09_Tokyo_S1.jpg,42,133,670,614,p5,color
106201,15885,09_Tokyo_S1.jpg,43,516,1128,416,p5,color
106202,19066,03_Bordeaux_S1.jpg,50,133,1431,980,p5,color
106203,19199,03_Bordeaux_S1.jpg,51,216,1476,1031,p5,color
106204,19416,03_Bordeaux_S1.jpg,52,283,1505,1074,p5,color
106205,19699,03_Bordeaux_S1.jpg,53,150,1440,891,p5,color
106206,20033,03_Bordeaux_S1.jpg,54,200,1510,1021,p5,color
106207,20232,03_Bordeaux_S1.jpg,55,250,1414,830,p5,color
106208,20482,03_Bordeaux_S1.jpg,56,167,1417,687,p5,color
106209,20648,03_Bordeaux_S1.jpg,57,200,1381,510,p5,color
106210,20848,03_Bordeaux_S1.jpg,58,466,1307,481,p5,color
106211,21315,03_Bordeaux_S1.jpg,59,217,1276,315,p5,color
106212,21531,03_Bordeaux_S1.jpg,60,300,1290,473,p5,color
106213,21831,03_Bordeaux_S1.jpg,61,283,1263,519,p5,color
106214,22114,03_Bordeaux_S1.jpg,62,200,1207,679,p5,color
106215,22314,03_Bordeaux_S1.jpg,63,466,1154,736,p5,color
106216,22930,03_Bordeaux_S1.jpg,64,133,1232,588,p5,color
106217,23063,03_Bordeaux_S1.jpg,65,283,1262,499,p5,color
106218,23347,03_Bordeaux_S1.jpg,66,316,1144,881,p5,color
106219,23663,03_Bordeaux_S1.jpg,67,233,1132,828,p5,color
106220,23896,03_Bordeaux_S1.jpg,68,266,1438,904,p5,color
106221,24163,03_Bordeaux_S1.jpg,69,283,1481,1008,p5,color
106222,24446,03_Bordeaux_S1.jpg,70,250,1428,887,p5,color
106223,24696,03_Bordeaux_S1.jpg,71,450,1498,1060,p5,color
106224,25145,03_Bordeaux_S1.jpg,72,300,1419,876,p5,color
106225,25628,03_Bordeaux_S1.jpg,73,133,1410,768,p5,color
106226,25762,03_Bordeaux_S1.jpg,74,500,1421,863,p5,color
106227,26261,03_Bordeaux_S1.jpg,75,167,1303,826,p5,color
106228,26428,03_Bordeaux_S1.jpg,76,566,1100,813,p5,color
106229,26994,03_Bordeaux_S1.jpg,77,216,1139,729,p5,color
106230,27211,03_Bordeaux_S1.jpg,78,250,1129,797,p5,color
106231,27460,03_Bordeaux_S1.jpg,79,316,1157,644,p5,color
106232,27777,03_Bordeaux_S1.jpg,80,200,1249,493,p5,color
106233,27977,03_Bordeaux_S1.jpg,81,250,1218,620,p5,color
106234,28227,03_Bordeaux_S1.jpg,82,150,1180,650,p5,color
106235,28377,03_Bordeaux_S1.jpg,83,433,1143,733,p5,color
106236,28960,03_Bordeaux_S1.jpg,84,166,1127,781,p5,color
106237,29343,03_Bordeaux_S1.jpg,85,150,842,629,p5,color
106238,29492,03_Bordeaux_S1.jpg,86,749,779,629,p5,color
106239,33490,23_Warschau_S1.jpg,95,116,501,539,p5,color
106240,33790,23_Warschau_S1.jpg,96,83,450,365,p5,color
106241,33873,23_Warschau_S1.jpg,97,449,420,416,p5,color
106242,34523,23_Warschau_S1.jpg,98,150,1390,552,p5,color
106243,34672,23_Warschau_S1.jpg,99,383,1391,607,p5,color
106244,35222,23_Warschau_S1.jpg,100,116,1085,520,p5,color
106245,35339,23_Warschau_S1.jpg,101,350,543,543,p5,color
106246,35688,23_Warschau_S1.jpg,102,216,1322,588,p5,color
106247,35905,23_Warschau_S1.jpg,103,300,1407,602,p5,color
106248,36205,23_Warschau_S1.jpg,104,550,1368,501,p5,color
106249,36754,23_Warschau_S1.jpg,105,216,1266,477,p5,color
106250,36971,23_Warschau_S1.jpg,106,217,1041,510,p5,color
106251,37187,23_Warschau_S1.jpg,107,300,771,551,p5,color
106252,37487,23_Warschau_S1.jpg,108,133,1426,578,p5,color
106253,37620,23_Warschau_S1.jpg,109,699,1389,610,p5,color
106254,38320,23_Warschau_S1.jpg,110,366,1324,482,p5,color
106255,38686,23_Warschau_S1.jpg,111,283,1082,498,p5,color
106256,38969,23_Warschau_S1.jpg,112,450,1365,509,p5,color
106257,39419,23_Warschau_S1.jpg,113,350,1377,564,p5,color
106258,39769,23_Warschau_S1.jpg,114,250,1316,467,p5,color
106259,40019,23_Warschau_S1.jpg,115,333,1155,480,p5,color
106260,40352,23_Warschau_S1.jpg,116,666,1311,484,p5,color
106261,41018,23_Warschau_S1.jpg,117,333,1365,544,p5,color
106262,41351,23_Warschau_S1.jpg,118,233,1374,587,p5,color
106263,41584,23_Warschau_S1.jpg,119,233,1342,465,p5,color
106264,41818,23_Warschau_S1.jpg,120,316,1267,465,p5,color
