Timestamp,StimuliName,FixationIndex,FixationDuration,MappedFixationPointX,MappedFixationPointY,user,description
20820,4968,02_Berlin_S1.jpg,18,150,1013,664,p16,color
20821,5118,02_Berlin_S1.jpg,19,749,1146,764,p16,color
20822,5867,02_Berlin_S1.jpg,20,266,991,462,p16,color
20823,6134,02_Berlin_S1.jpg,21,200,1031,451,p16,color
20824,6333,02_Berlin_S1.jpg,22,233,1020,184,p16,color
20825,6567,02_Berlin_S1.jpg,23,233,896,604,p16,color
20826,6800,02_Berlin_S1.jpg,24,1416,1152,771,p16,color
20827,8215,02_Berlin_S1.jpg,25,250,1076,725,p16,color
20828,8465,02_Berlin_S1.jpg,26,167,1011,697,p16,color
20829,8632,02_Berlin_S1.jpg,27,300,879,521,p16,color
20830,8932,02_Berlin_S1.jpg,28,167,748,467,p16,color
20831,9098,02_Berlin_S1.jpg,29,150,693,466,p16,color
20832,9248,02_Berlin_S1.jpg,30,200,306,221,p16,color
20833,9448,02_Berlin_S1.jpg,31,183,141,130,p16,color
20834,9631,02_Berlin_S1.jpg,32,200,209,244,p16,color
20835,9831,02_Berlin_S1.jpg,33,366,666,568,p16,color
20836,10197,02_Berlin_S1.jpg,34,183,917,640,p16,color
20837,10381,02_Berlin_S1.jpg,35,250,1078,735,p16,color
20838,10631,02_Berlin_S1.jpg,36,233,1053,709,p16,color
20839,10864,02_Berlin_S1.jpg,37,233,1002,691,p16,color
20840,11097,02_Berlin_S1.jpg,38,150,1087,738,p16,color
20841,11247,02_Berlin_S1.jpg,39,749,1018,697,p16,color
20842,11996,02_Berlin_S1.jpg,40,183,1114,740,p16,color
20843,12179,02_Berlin_S1.jpg,41,250,947,612,p16,color
20844,12429,02_Berlin_S1.jpg,42,167,894,529,p16,color
20845,12596,02_Berlin_S1.jpg,43,200,858,518,p16,color
20846,12796,02_Berlin_S1.jpg,44,216,757,470,p16,color
20847,13012,02_Berlin_S1.jpg,45,183,701,470,p16,color
20848,13329,02_Berlin_S1.jpg,46,583,717,458,p16,color
20849,13912,02_Berlin_S1.jpg,47,233,860,646,p16,color
20850,14145,02_Berlin_S1.jpg,48,200,940,664,p16,color
20851,14345,02_Berlin_S1.jpg,49,200,853,531,p16,color
20852,14544,02_Berlin_S1.jpg,50,600,724,457,p16,color
20853,15144,02_Berlin_S1.jpg,51,433,1017,634,p16,color
20854,15577,02_Berlin_S1.jpg,52,316,1062,663,p16,color
20855,15894,02_Berlin_S1.jpg,53,400,1130,746,p16,color
20856,16293,02_Berlin_S1.jpg,54,650,1087,708,p16,color
20857,16943,02_Berlin_S1.jpg,55,333,1025,685,p16,color
20858,17276,02_Berlin_S1.jpg,56,583,1095,735,p16,color
20859,17859,02_Berlin_S1.jpg,57,266,1071,663,p16,color
20860,18125,02_Berlin_S1.jpg,58,217,1048,590,p16,color
20861,18342,02_Berlin_S1.jpg,59,216,1068,655,p16,color
20862,18558,02_Berlin_S1.jpg,60,266,1090,706,p16,color
20863,18825,02_Berlin_S1.jpg,61,150,1014,685,p16,color
20864,19158,02_Berlin_S1.jpg,62,516,947,649,p16,color
20865,19674,02_Berlin_S1.jpg,63,216,918,564,p16,color
